ObjectID,Title,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
6209,"Bor’ba za politekhnicheskuiu shkolu est’ bor’ba za piatiletku, za kadry, za klassovoe kommunisticheskoe vospitanie (The struggle for the polytechnical school is the struggle, for the Five-Year Plan, for the Communist education about class consciousness)",[37706],1931,Letterpress and lithograph,"20 1/4 x 28 1/4"" (51.4 x 71.8 cm)",Gift of Miss Jessie Rosenfeld,315.1943,Design,Architecture & Design,1943-05-12,Y,http://www.moma.org/collection/works/6209,,0,,51.43510287,,,71.75514351,,
159802,Born to be Sold: Martha Rosler Reads the Strange Case of Baby S/M or $M,"[6832, 32338]",1988,"Video (color, sound)",35 min.,"Gift of the artist and Galerie Nagel, Berlin",596.2012,Video,Media and Performance,2012-02-16,Y,http://www.moma.org/collection/works/159802,,,,,,,,,2100
109287,Bottle Stoppers,[2694],1910,Silver-plated alpacca (white metal alloy),"2 1/4 x 1 3/4"" (5.7 x 4.4 cm)",Gift of André Correa do Lago,337.2007.1-2,Design,Architecture & Design,2007-06-05,Y,http://www.moma.org/collection/works/109287,,,4.445,5.715,,,,,
75632,Boustrophedon (Ox-Turning),[5278],1979,Set of two photolithographs,,Gift of George M. Jaffin,1094.1979.a-b,Print,Drawings & Prints,1979-12-04,Y,http://www.moma.org/collection/works/75632,,,,,,,,,
4249,Bowls with Flaring Rims,[5661],1940,Stainless steel,".1: 5 x 11 3/4"" (12.7 x 29.8 cm)
.2: 4 x 9 3/4"" (10.2 x 24.7 cm)
.3: 3 1/4 x 8"" (8.2 x 20.3 cm)",Gift of the manufacturer,499.1956.1-3,Design,Architecture & Design,1956-10-25,Y,http://www.moma.org/collection/works/4249,,,29.8,12.7,,,,,
77108,B-Print,[2939],1965,Lithograph,"composition (irreg.): 12 11/16 × 17 15/16"" (32.3 × 45.5 cm); sheet: 14 7/8 × 20 1/16"" (37.8 × 50.9 cm)","Gift of Kleiner, Bell & Co.",1539.1967,Print,Drawings & Prints,1969-12-04,Y,http://www.moma.org/collection/works/77108,,,,32.3,,,45.5,,
289938,Brochure for circulating exhibitions offered by the Jewish Museum,[7644],1966,Letterpress,"(9 x 3 7/8"")",Gift of Tamar Cohen,76.2018.152,Design,Architecture & Design,2018-02-12,N,,,,,,,,,,
70619,Brooklyn Bridge,[689],1996,Woodcut,,Gift of The Print Club of New York,528.1996,Print,Drawings & Prints,1996-11-12,Y,http://www.moma.org/collection/works/70619,,,,,,,,,
155365,Brussels World Fair (View of the fair),"[816, 1091, 8080]",1958,Silver-gelatin print,"8 x 10"" (20.3 x 25.4 cm)",Gift of Don Goeman,1080.2011.1,Design,Architecture & Design,2011-12-06,Y,http://www.moma.org/collection/works/155365,,,,20.32004064,,,25.4000508,,
177248,"C-150 from the series Circulation: Date, Place, Events",[41241],1971,"Gelatin silver print, printed 2013","12 5/8 × 18 7/8"" (32.1 × 48 cm)
",David H. McAlpin Fund,180.2014,Photograph,Photography,2014-02-20,Y,http://www.moma.org/collection/works/177248,,,,32.1,,,48,,
136836,Calendar and Paper Weight,[-1],,,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC3098,(not assigned),Fluxus Collection,2008-10-08,N,,,0,,0,,,0,,
32205,"CANDLESTICK AND MIRROR (plate, page 22) from VIVANTES, CENDRES, INNOMMÉES",[2141],1961,,"plate  9 3/4 x 6 5/8"" (24.7 x 16.9 cm)",Monroe Wheeler Fund,1401.1968.4,Illustrated Book,Drawings & Prints,1968-10-10,N,,,,,24.7,,,16.9,,
19348,"CANTO VIII (plate, page 57) from ANTE-PURGATORIO",[6536],1964,,"plate  12 7/8 x 8 7/8"" (32.7 x 22.6 cm)",Gift of Mr. and Mrs. Alexander E. Racolin,593.1965.9,Illustrated Book,Drawings & Prints,1965-06-08,N,,,,,32.7,,,22.6,,
298917,Cardboard Landscapes,[39882],1971,Offset lithograph and chromogenic color print on album page,"9 7/16 × 9 1/16"" (23.9 × 23 cm)",Gift of the artist,452.2013.37,Photograph,Photography,2013-05-09,N,,,5,,25,,,26,,
182078,"Casa de verano Sanchez Gomez, La Barra, Punta del Este, Uruguay (Section)","[44160, 44161, 44162, 44163, 46152, 7229]",1972,Ink on vellum,"23 5/8 x 36 5/8"" (60 x 93 cm)",Gift of MSGSSS,693.2014.4,Architecture,Architecture & Design,2014-10-06,Y,http://www.moma.org/collection/works/182078,,,,60,,,93,,
187466,"Casa José Luis Cuevas, San Ángel, Mexico City, Mexico","[27397, 46382]",1968,Gelatin silver prints,various,Gift of the Teodoro González de León Archive,736.2014.1-3,Architecture,Architecture & Design,2014-10-06,N,,,,,,,,,,
194916,Cash from Chaos/Unicorns and Rainbows,"[47578, 47579]",1994,"Multi-channel video (color, sound)",Duration variable,Acquired through the generosity of Jill and Peter Kraus,259.2015.94,Video,Media and Performance,2015-03-30,N,,,,,,,,,,
194927,Cash from Chaos/Unicorns and Rainbows,"[47578, 47579]",1994,"Multi-channel video (color, sound)",Duration variable,Acquired through the generosity of Jill and Peter Kraus,259.2015.105,Video,Media and Performance,2015-03-30,N,,,,,,,,,,
417592,Catalogue Number 1944.26,[132547],2019,Pigmented inkjet print,"17 1/8 × 28"" (43.5 × 71.1 cm)",Acquired through the generosity of Christine A Symchych and James P McNulty,TR16466.4,Photograph,Photography,2020-10-07,Y,http://www.moma.org/collection/works/417592,,,,43.5,,,71.1,,
191534,Catastrophe Music Tour all over Europe '85,[47288],1985,Screenprint on self adhesive aluminum,"27 1/2 x 19 11/16"" (69.9 x 50 cm)",Committee on Architecture and Design Funds,954.2015,Design,Architecture & Design,2015-06-04,Y,http://www.moma.org/collection/works/191534,,,,69.8501397,,,50.03810008,,
63375,Catherine Nude Combing Her Hair (Catherine nue se coiffant),[6055],1895,Etching,"plate: 8 9/16 × 9 3/8"" (21.8 × 23.8 cm); sheet: 12 1/16 × 16 7/8"" (30.7 × 42.9 cm)",Purchase,164.1949,Print,Drawings & Prints,1949-03-24,Y,http://www.moma.org/collection/works/63375,,,,21.8,,,23.8,,
273221,"Cat's Head (for Parkett, no. 100/101)",[69642],2017,Multiple of bronze,"overall (irreg.): 2 3/4 × 1 9/16 × 1 1/4"" (7 × 4 × 3.2 cm)",Monroe Wheeler Fund,642.2017,Multiple,Drawings & Prints,2017-10-18,Y,http://www.moma.org/collection/works/273221,,3.2,,7,,,4,,
198503,Cause le Surréalisme Letterhead (Signed by Marcel Jean),[6011],1930,Letterpress,"10 5/8 × 8 1/4"" (27 × 21 cm)","Elaine Lustig Cohen Collection, gift of Lawrence Benenson and the Committee on Architecture and Design Funds",1425.2015,Design,Architecture & Design,2015-10-19,N,,,,,26.98755398,,,20.95504191,,
2987,Champagne Bottle Opener,[2589],,Polished stainless steel,"7 1/2 x 1 7/8"" (19 x 4.8 cm)",Phyllis B. Lambert Fund,242.1958,Design,Architecture & Design,1958-12-04,Y,http://www.moma.org/collection/works/2987,,,,,19,,4.8,,
156278,"Chapter II, A Living Man Declared Dead and Other Chapters",[41212],2011,Pigmented inkjet prints,"84 × 179 1/8"" (213.4 × 455 cm)",Gift of Michael and Jane Wilson,433.2012.a-d,Photograph,Photography,2012-02-13,N,,,0,,213.3604267,,,454.97841,,
48589,"Chelsea, Massachusetts",[5636],1986,Gelatin silver print,"15 11/16 × 11 7/8"" (39.9 × 30.1 cm)",Gift of the artist,211.1991,Photograph,Photography,1991-06-20,Y,http://www.moma.org/collection/works/48589,,,,39.9,,,30.1,,
2807,Chess Set,[3716],1920,Silver-plated and oxidized silver-plated brass,"Tallest piece: h. 4"" (10.2 cm)
Case: 2 5/8 x 21 1/4 x 16 1/2"" (6.7 x 54 x 41.9 cm)",Abby Aldrich Rockefeller Fund,224.1950.a-ff,Design,Architecture & Design,1950-06-08,Y,http://www.moma.org/collection/works/2807,,,,10.2,,,,,
44461,Chicago 27,[5456],1960,Gelatin silver print,"9 5/8 × 12 3/8"" (24.5 × 31.5 cm)",Gift of Frances F. L. Beatty,38.1984,Photograph,Photography,1984-01-12,N,,,,,24.5,,,31.5,,
7082,Chrysler Prices Are Down,[3020],1928,Lithograph,"29 7/8 x 20"" (74.6 x 50.8 cm)",Gift of the designer,457.1939,Design,Architecture & Design,1939-05-22,Y,http://www.moma.org/collection/works/7082,,,,74.6,,,50.8,,
176810,"Cien House, Concepción, Chile","[43667, 44955]",2009,Giclée print,"26 3/4 x 18 1/16"" (67.9 x 45.9 cm)",Fund for the Twenty-First Century,339.2014,Architecture,Architecture & Design,2014-05-19,Y,http://www.moma.org/collection/works/176810,,0,,75.88265177,,,53.97510795,,
149784,"Circular Vitrine, LR 703 (Perspective, elevation, and plan)",[8059],1934,Pencil on tracing paper,"16 1/8 x 10 1/8"" (41 x 25.7 cm)","Lilly Reich Collection, Mies van der Rohe Archive",R43.3,Mies van der Rohe Archive,Architecture & Design,,N,,,,,40.95758192,,,25.71755144,,
114918,Clap Magic,[34494],2007,"Video (color, sound; 45 min.), monitor, The Clapper®, custom-made lamp and shade
",Dimensions variable,Fund for the Twenty-First Century,254.2008.a-e,Installation,Media and Performance,2008-03-12,Y,http://www.moma.org/collection/works/114918,,,,,,,,,
4713,Clip'n Stay Clothespins,"[8426, 8427]",1998,Low-density polypropylene,"3 1/4 x 1 1/2 x 5/8"" (8.3 x 3.8 x 1.6 cm)",Gift of the manufacturer,1419.2000.1-6,Design,Architecture & Design,2000-12-11,Y,http://www.moma.org/collection/works/4713,,1.5875,,8.255,,,3.81,,
54562,"Colleen and Kathleen, Woodstock, New York, January, 1979",[3066],1979,Gelatin silver print (hand-colored),"13 3/8 × 18 7/8"" (34 × 48 cm)",Robert B. Menschel Fund,511.198,Photograph,Photography,1980-10-23,Y,http://www.moma.org/collection/works/54562,,,,34,,,48,,
85506,Colored Rhythm: Study for the Film,[5735],1913,Watercolor and ink on paper on black paper-faced board,"13 x 12 1/16"" (33 x 30.7 cm)",Purchase,661.1939.33,Drawing,Drawings & Prints,1939-12-08,Y,http://www.moma.org/collection/works/85506,,,,33,,,30.7,,
108373,"Conchoidal Chair with Arms (Perspective, plan and elevation sketches)",[7166],1940,"Ink, pencil, and colored pencil on paper","6 x 8 3/16"" (15.2 x 20.8 cm)","Mies van der Rohe Archive, gift of the architect",1158.1974,Mies van der Rohe Archive,Architecture & Design,1974-11-06,Y,http://www.moma.org/collection/works/108373,,,,15.2,,,20.8,,
44288,Coney Island,[4036],1940,Gelatin silver print,"10 7/8 × 13 5/8"" (27.7 × 34.6 cm)",Purchase,32.1943,Photograph,Photography,1943-02-17,N,,,,,27.7,,,34.6,,
27084,CONTES,[3409],1953,"12 woodcuts (including ornaments and wrapper front), some with linoleum cut: 11 printed in color and 1 printed in black; and 1 woodcut ornament on ivory, smooth, laid Auvergne Richard de Bas paper; and supplementary suite on white, smooth, laid Japan paper (except wrapper)","irreg. page  10 13/16 x 7 7/8"" (27 x 20 cm)
Prints:  various dimensions.",The Louis E. Stern Collection,885.1964.1-24,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,27,,,20,,
87405,"Convention Hall Project, Chicago, IL (Structural system, sectional perspective)",[7166],1953,Pencil and ink on illustration board,"30 x 40"" (76.2 x 101.6 cm)","Mies van der Rohe Archive, gift of the architect
",MR5306.47,Mies van der Rohe Archive,Architecture & Design,,Y,http://www.moma.org/collection/works/87405,,,,76.2002,,,101.6002,,
139570,"Country Road, E.T.",[2590],1865,Albumen silver print,"4 1/2 × 7 5/8"" (11.5 × 19.3 cm)",Purchase,571.1971.3,Photograph,Photography,1971-11-10,Y,http://www.moma.org/collection/works/139570,,,,33,,,46.3,,
40360,COUR RUE MAZARINE,[229],1922,Albumen silver print,,Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.2342,Photograph,Photography,1968-03-06,N,,,,,,,,,,
296271,Covered Bowl,[5970],1945,Polyethylene,"Overall: h. 3 3/8"" (8.6 cm), diam. 4 3/8"" (11.1 cm)",Gift of the manufacturer,195.1947.2,Design,Architecture & Design,1947-06-17,N,,,,11.1,8.6,,,,,
2686,Covered Stockpots,"[3339, 3340]",1936,Stainless steel,".1: 7 5/8 x 9 5/8"" (19.4 x 24.4cm)
.2: 6 5/8 x 7 7/8"" (16.8 x 20cm)",Phyllis B. Lambert Fund,211.1958.1-2,Design,Architecture & Design,1968-12-04,Y,http://www.moma.org/collection/works/2686,,,24.4,19.4,,,,,
97040,Crucifix Masturbation,[28759],2001,Felt-tip pen and correction fluid on paper,"9 x 12"" (22.9 x 30.5 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2747.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/97040,,,,22.86,,,30.4801,,
1182,Cubitainer Recessed Plug and Closure Containers,[6403],1955,Polyethylene,".1-.2 (inflated): 6 1/4 x 6 1/4 x 6 1/4"" (15.9 x 15.9 x 15.9 cm)
.3 (deflated): h. 6 1/4"" (15.9 cm)
.4-.5 (deflated): h. 10 3/16"" (25.8 cm)",Gift of the manufacturer,2322.2001.1-5,Design,Architecture & Design,2001-09-24,Y,http://www.moma.org/collection/works/1182,,15.875,,15.875,,,15.875,,
66633,D/D Casts (Colors) from Untitled 1972,[2923],1973,Lithograph and embossing,"composition (irreg.): 39 7/8 x 26 7/8"" (101.3 x 68.2 cm); sheet: 40 3/8 x 28 1/4"" (102.5 x 71.7 cm)",Jeanne C. Thayer Fund and Purchase,309.1985.d,Print,Drawings & Prints,1985-10-07,N,,,,,101.3,,,68.2,,
140716,Das Programm der Ufaleih-Betriebe UFA Saison 1927/28,[-1],1927,Bound Volume,"11 ¾"" x 11 ½"" x  ½"" (29.8 x 29.2 x 1.3 cm)",Collection: Film Study Center Special Collections,F2212,Work on Paper,Film,,N,,,1.27000254,,29.84505969,,,29.21005842,,
397791,"Daytime TV, Living Room, Berkeley, CA",[131253],1978,Gelatin silver print,"7 × 7"" (17.8 × 17.8 cm)
",Gift of the artist in honor of Julia Marjorie Leonard and in memory of P. Alfred and Marjorie R. Leonard,362.2019,Photograph,Photography,2019-11-12,Y,http://www.moma.org/collection/works/397791,,,,17.78003556,,,17.78003556,,
93217,"Death Valley, California",[2002],1997,Gelatin silver print,"18 3/4 × 18 5/8"" (47.6 × 47.3 cm)",Gift of the artist,348.2005,Photograph,Photography,2005-05-11,N,,,,,47.6,,,47.3,,
192836,Der Erbstreit (The Inheritors) (Poster for the Argentine film directed by David Stivel),"[48072, 48071]",1970,Lithograph,"42 5/8 x 28"" (108.3 x 71.1 cm)",Anonymous gift,802.2015,Design,Architecture & Design,2015-06-04,N,,,0,,108.2677165,,,71.12014224,,
144325,"Die Aktion, vol. 4, no. 18",[-1],1914,Periodical with reproduction on cover,"page (each approx.): 12 1/8 x 9 1/8"" (30.8 x 23.2 cm)",Committee on Prints and Illustrated Books Fund and The Library Council,947.2010.120,Periodical,Drawings & Prints,2010-11-10,N,,,,,30.8,,,23.2,,
144426,"Die Aktion, vol. 7, no. 45/46","[27139, 41155, 41156, 5200, 1841, 36727, 958]",1917,"Periodical with seven woodcuts; cover by Heinrich Hoerle, additional prints by Conrad Felixmüller, Christian Schad, Karl Jacob Hirsch, Marie Rosalie (Mitzi) Friedmann-Otten, Josef Capek, and Augusta von Zitzewitz","page (each approx.): 12 1/8 x 9 1/8"" (30.8 x 23.2 cm)",Committee on Prints and Illustrated Books Fund and The Library Council,947.2010.221.1-7,Periodical,Drawings & Prints,2010-11-10,Y,http://www.moma.org/collection/works/144426,,,,30.8,,,23.2,,
144455,"Die Aktion, vol. 8, no. 51/52",[41154],1918,Periodical with reproduction on cover and one woodcut by Wilhelm Schuler,"page (each approx.): 12 1/8 x 9 1/8"" (30.8 x 23.2 cm)",Committee on Prints and Illustrated Books Fund and The Library Council,947.2010.250,Periodical,Drawings & Prints,2010-11-10,Y,http://www.moma.org/collection/works/144455,,,,30.8,,,23.2,,
10606,Die Engelsschrift,"[5777, 11]",1942,Illustrated book with one lithograph,"composition (irreg.): 9 5/8 x 8"" (24.4 x 20.3 cm); page: 10 5/8 x 8 1/4"" (27 x 21 cm)",Curt Valentin Bequest,37.1956,Illustrated Book,Drawings & Prints,1956-03-19,Y,http://www.moma.org/collection/works/10606,,,,24.4,,,20.3,,
18179,Disintegration (plate 7) from A Rake's Progress,[2678],1961,One from an illustrated book with sixteen etching and aquatints,"plate: 11 15/16 × 15 7/8"" (30.3 × 40.3 cm); page: 19 11/16"" (50 cm)","Mr. and Mrs. Ralph F. Colin, Leon A. Mnuchin, and Joanne M. Stern Fund",521.1964.13,Illustrated Book,Drawings & Prints,1964-06-15,Y,http://www.moma.org/collection/works/18179,,,,30.3,,,40.3,,
84202,Dismemberment,[710],1994,Drypoint and roulette,"plate: 6 15/16 x 4 15/16"" (17.6 x 12.6 cm); sheet: 17 15/16 x 13 3/8"" (45.5 x 34 cm)",Gift of the artist,651.2008,Print,Drawings & Prints,2008-06-18,Y,http://www.moma.org/collection/works/84202,,,,17.6,,,12.6,,
97458,Dix Denkmal,[28822],2001,Pencil on paper,"6 3/4 x 8 1/4"" (17.1 x 21 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3148.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/97458,,,,17.145,,,20.955,,
13080,Double page plate (folios 19 verso and 20) from DREAM WORK,[3889],1984,,"irreg. composition  15 7/8 x 23 5/8"" (40.4 x 60 cm)",,183.1987.15,Illustrated Book,Drawings & Prints,1987-05-14,N,,,,,40.4,,,60,,
96838,Drawing for Suit,[4348],2001,"Pencil on colored paper
","15 x 14"" (38.1 x 35.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2555.2005,Drawing,Drawings & Prints,2005-05-10,Y,http://www.moma.org/collection/works/96838,,,,38.1001,,,35.5601,,
149295,Dreizhen Steinzeichnungen,[209],1921,Lithograph from a portfolio of thirteen,"sheet (each approx.): 19 11/16 x 13 3/8"" (50 x 34 cm)",Purchase,285.1950.1,Print,Drawings & Prints,1950-10-19,N,,,,,50,,,34,,
104774,Drive In from the Museum in Progress project Interventions: Billboard,"[40803, 19075, 40804, 31033, 31304, 31016, 8045, 5933, 30166, 7479, 2233, 8156]",1999,"Lithograph, offset printed","sheet (two-page spread): 18 5/16 x 24 13/16"" (46.5 x 63 cm)",Linda Barth Goldstein Fund,514.2006.145,Print,Drawings & Prints,2006-06-01,N,,,,,46.5,,,63,,
6307,"Dubuffet Grafik, Silkeborg Kunstmuseum, Danmark",[1633],1961,Photolithograph,"29 7/8 x 21 1/8"" (75.9 x 53.7 cm)","Gift of the Kunstmuseum, Silkborg, Denmark",331.1961,Design,Architecture & Design,1961-11-08,Y,http://www.moma.org/collection/works/6307,,,,75.9,,,53.7,,
31241,"Duplicate of plate facing page 114 (2nd supplementary suite, plate 9) from LA LÉGENDE ET LA VIE D'UTRILLO",[6046],1927,"Lithograph, printed in black","irreg. composition  8 1/16 x 6 3/4"" (20.5 x 17.1 cm)",The Louis E. Stern Collection,1073.1964.B21,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,20.5,,,17.1,,
19211,"Duplicate of plate from folio 100 (supplementary suite, plate 91) from LA VILLE",[3814],1925,,"composition  6 3/8 x 4 7/16"" (16.2 x 11.3 cm)",Purchase,587.1949.193,Illustrated Book,Drawings & Prints,1949-09-29,N,,,,,16.2,,,11.3,,
24581,"Duplicate of plate from page 161 (plate 19, 1st supplementary suite) from LE SATYRICON",[1500],1934,"Engraving, printed in black","plate  11 11/16 x 9 11/16"" (29.7 x 24.6 cm)",The Louis E. Stern Collection,796.1964.B19,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,29.7,,,24.6,,
27594,"Duplicate of plate from page 77 (supplementary suite, plate 8) from L'ART D'AIMER",[3697],1935,"Lithograph, printed in color","irreg. composition  13 15/16 x 5 9/16"" (35.4 x 14.2 cm)",The Louis E. Stern Collection,902.1964.B08,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,35.4,,,14.2,,
15787,Dust jacket from LA BRACE DELLE PAROLE,[1587],1984,,"irreg. composition  12 9/16 x 17 11/16"" (32 x 44.9 cm)",Gift of the artist,327.1985.3,Illustrated Book,Drawings & Prints,1985-10-07,N,,,,,32,,,44.9,,
26074,Dust jacket front (duplicate of folder front) from 2 POEMAS,[1975],1953,"Woodcut, printed in color","irreg. composition  3 15/16 x 12 11/16"" (10 x 32.3 cm)",The Louis E. Stern Collection,833.1964.19,Illustrated Book,Drawings & Prints,1964-10-06,N,,,,,10,,,32.3,,
63444,East and Beyond,[1974],1973,Woodcut,"composition: 23 3/4 x 17 15/16"" (60.4 x 45.6 cm); sheet (irreg.): 31 15/16 x 22 1/16"" (81.1 x 56.1 cm)",Gift of Celeste Bartos,167.1973,Print,Drawings & Prints,1973-05-07,Y,http://www.moma.org/collection/works/63444,,,,60.4,,,45.6,,
80057,Eddie (Sylvie's brother) in the Desert (Variable Collage),[1790],1966,Movable screenprinted paper cutouts over screenprinted cutouts pasted on painted wood panel,"35 1/4 x 50 1/2"" (89.5 x 128.1 cm)",The Sidney and Harriet Janis Collection,600.1967,Painting,Painting & Sculpture,1967-10-18,Y,http://www.moma.org/collection/works/80057,,,,89.5,,,128.1,,
187063,"Eichstaedt House, Wannsee, Berlin, Germany (Window grills. Elevations and sections.)",[7166],1922,Pencil on tracing paper,"10 x 14"" (25.4 x 35.6 cm)","Mies van der Rohe Archive, gift of the architect",MR35.2,Mies van der Rohe Archive,Architecture & Design,,N,,,,,25.4000508,,,35.56007112,,
